total_spent_so_far,day_of_month,avg_daily_spend,food_spend,transport_spend,shopping_spend,bnpl_spend,entertainment_spend,days_remaining,budget,spend_ratio,income,bnpl_total,num_loans,savings,bnpl_ratio,savings_ratio,persona,has_bnpl,description,actual_month_total,risk_score
361.26,25,14.45,115.62,58.91,67.5,80.21,34.71,5,308.94,1.169,443.53,240.62,3,0.0,0.543,0.0,part_time,1,Part-time job + family support,417.77,78.78
324.03,12,27.0,118.38,52.85,58.99,0.0,30.54,18,379.61,0.854,456.97,0.0,0,8.61,0.0,0.019,part_time,0,Part-time job + family support,850.48,4.26
342.81,14,24.49,122.68,46.09,62.48,0.0,31.54,16,418.18,0.82,466.64,0.0,0,55.92,0.0,0.12,part_time,0,Part-time job + family support,693.3,6.43
22.69,2,11.34,8.16,3.51,3.75,76.87,1.83,28,316.75,0.072,384.95,230.62,3,0.0,0.599,0.0,part_time,1,Part-time job + family support,345.37,69.98
29.05,2,14.52,10.72,4.23,4.89,0.0,2.87,28,348.57,0.083,416.05,0.0,0,15.03,0.0,0.036,part_time,0,Part-time job + family support,411.82,9.88
203.37,12,16.95,80.43,27.61,40.66,0.0,17.14,18,442.58,0.46,501.71,0.0,0,31.28,0.0,0.062,part_time,0,Part-time job + family support,513.5,7.7
441.48,24,18.4,154.44,59.14,74.76,0.0,35.45,6,401.37,1.1,462.89,0.0,0,29.97,0.0,0.065,part_time,0,Part-time job + family support,588.87,14.91
320.48,20,16.02,102.49,42.61,64.47,0.0,30.04,10,376.25,0.852,496.36,0.0,0,7.35,0.0,0.015,part_time,0,Part-time job + family support,453.27,8.19
330.06,18,18.34,106.02,47.58,52.64,54.94,26.49,12,392.99,0.84,547.0,164.81,3,0.0,0.301,0.0,part_time,1,Part-time job + family support,531.48,45.71
107.29,9,11.92,39.43,14.82,21.06,80.49,9.11,21,289.19,0.371,402.47,241.48,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,334.68,63.42
410.14,26,15.77,146.29,54.33,73.3,74.01,40.72,4,283.02,1.449,370.05,222.03,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,445.47,81.19
217.61,14,15.54,74.06,29.88,43.7,100.61,18.74,16,393.63,0.553,503.05,301.83,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,465.84,67.34
472.74,29,16.3,171.21,78.1,94.15,0.0,44.86,1,421.23,1.122,539.82,0.0,0,26.89,0.0,0.05,part_time,0,Part-time job + family support,533.58,16.89
190.08,13,14.62,74.79,31.33,35.56,71.98,16.28,17,277.51,0.685,359.89,215.93,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,461.26,63.96
243.79,17,14.34,91.51,34.87,42.02,21.3,21.42,13,381.75,0.639,512.61,63.91,1,1.92,0.125,0.004,part_time,1,Part-time job + family support,438.22,22.04
621.84,29,21.44,201.56,83.86,104.16,0.0,52.47,1,389.95,1.595,479.27,0.0,0,3.21,0.0,0.007,part_time,0,Part-time job + family support,649.55,35.04
401.58,22,18.25,160.78,55.04,73.04,0.0,38.79,8,325.2,1.235,379.16,0.0,0,37.53,0.0,0.099,part_time,0,Part-time job + family support,571.01,17.32
342.66,24,14.28,128.26,57.03,67.41,78.62,32.33,6,281.47,1.217,398.29,235.87,3,0.0,0.592,0.0,part_time,1,Part-time job + family support,477.63,77.77
174.43,10,17.44,65.36,23.81,31.36,0.0,14.41,20,414.18,0.421,495.8,0.0,0,48.63,0.0,0.098,part_time,0,Part-time job + family support,468.93,10.67
228.48,18,12.69,89.89,37.22,37.86,0.0,21.85,12,320.82,0.712,403.11,0.0,0,41.73,0.0,0.104,part_time,0,Part-time job + family support,391.54,3.87
207.21,14,14.8,75.03,28.91,34.46,85.76,16.67,16,356.54,0.581,448.67,257.28,3,0.0,0.573,0.0,part_time,1,Part-time job + family support,446.3,64.98
602.86,28,21.53,209.26,84.32,104.26,100.29,50.26,2,408.38,1.476,524.57,300.87,3,0.0,0.574,0.0,part_time,1,Part-time job + family support,627.6,75.39
337.46,25,13.5,133.94,51.9,61.23,0.0,28.88,5,312.34,1.08,379.36,0.0,0,1.61,0.0,0.004,part_time,0,Part-time job + family support,374.54,13.43
297.91,17,17.52,110.3,42.43,47.65,89.58,27.01,13,388.18,0.767,539.85,268.75,3,0.0,0.498,0.0,part_time,1,Part-time job + family support,534.13,55.71
202.9,8,25.36,74.39,29.61,35.2,85.05,19.88,22,320.14,0.634,425.26,255.16,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,784.93,66.55
371.67,22,16.89,142.02,50.68,61.37,23.85,35.25,8,313.09,1.187,365.38,71.56,1,0.25,0.196,0.001,part_time,1,Part-time job + family support,481.47,44.57
183.55,9,20.39,64.21,27.55,31.4,0.0,14.66,21,428.28,0.429,533.62,0.0,0,58.3,0.0,0.109,part_time,0,Part-time job + family support,638.33,5.2
443.19,20,22.16,151.8,66.63,75.08,0.0,35.79,10,393.05,1.128,518.08,0.0,0,35.54,0.0,0.069,part_time,0,Part-time job + family support,691.49,15.58
191.17,14,13.66,67.17,25.72,37.89,0.0,15.17,16,328.46,0.582,392.77,0.0,0,31.55,0.0,0.08,part_time,0,Part-time job + family support,455.08,3.55
304.09,20,15.2,106.51,49.5,56.62,70.02,26.94,10,300.02,1.014,399.91,210.07,2,0.0,0.525,0.0,part_time,1,Part-time job + family support,431.64,56.28
417.28,25,16.69,145.73,57.96,80.63,14.98,36.51,5,430.55,0.969,499.68,44.95,1,14.38,0.09,0.029,part_time,1,Part-time job + family support,515.23,30.82
120.49,7,17.21,41.5,17.08,22.3,19.26,11.6,23,355.68,0.339,483.35,57.78,1,1.25,0.12,0.003,part_time,1,Part-time job + family support,512.09,21.26
255.99,16,16.0,94.27,40.34,41.39,91.76,23.92,14,348.17,0.735,480.29,275.27,2,0.0,0.573,0.0,part_time,1,Part-time job + family support,523.47,53.92
164.53,10,16.45,57.05,25.9,27.76,80.41,16.29,20,399.03,0.412,509.4,241.23,3,0.0,0.474,0.0,part_time,1,Part-time job + family support,511.05,56.85
420.74,26,16.18,153.07,57.4,67.4,0.0,36.34,4,321.46,1.309,401.7,0.0,0,1.52,0.0,0.004,part_time,0,Part-time job + family support,461.09,19.86
67.61,4,16.9,24.93,10.44,11.62,59.8,6.65,26,388.13,0.174,525.19,179.4,3,0.0,0.342,0.0,part_time,1,Part-time job + family support,483.91,43.38
381.78,19,20.09,125.07,52.88,70.0,0.0,30.39,11,413.69,0.923,543.13,0.0,0,30.28,0.0,0.056,part_time,0,Part-time job + family support,584.39,9.54
574.54,30,19.15,196.89,83.28,92.1,49.87,48.65,0,376.27,1.527,491.62,149.6,1,0.0,0.304,0.0,part_time,1,Part-time job + family support,599.36,59.07
86.88,5,17.38,31.61,14.4,17.43,63.92,8.23,25,328.61,0.264,451.15,191.75,2,0.0,0.425,0.0,part_time,1,Part-time job + family support,544.86,43.94
58.94,5,11.79,22.3,7.85,11.4,0.0,5.93,25,325.41,0.181,398.22,0.0,0,9.74,0.0,0.024,part_time,0,Part-time job + family support,331.97,5.66
177.41,13,13.65,56.71,24.73,33.8,54.71,16.65,17,380.27,0.467,497.98,164.12,2,0.0,0.33,0.0,part_time,1,Part-time job + family support,421.1,39.6
428.36,28,15.3,145.88,59.62,84.2,0.0,33.97,2,389.44,1.1,445.62,0.0,0,10.61,0.0,0.024,part_time,0,Part-time job + family support,450.81,10.73
334.25,18,18.57,128.59,46.78,62.05,0.0,28.2,12,441.48,0.757,484.45,0.0,0,21.56,0.0,0.044,part_time,0,Part-time job + family support,557.65,11.38
182.72,10,18.27,58.05,27.57,35.91,90.97,16.99,20,350.46,0.521,521.54,272.9,3,0.0,0.523,0.0,part_time,1,Part-time job + family support,556.04,55.23
145.49,5,29.1,55.54,19.45,27.96,83.67,12.15,25,423.73,0.343,538.63,251.01,3,0.0,0.466,0.0,part_time,1,Part-time job + family support,816.45,55.62
386.03,20,19.3,149.33,59.49,75.82,0.0,31.1,10,403.85,0.956,510.69,0.0,0,61.06,0.0,0.12,part_time,0,Part-time job + family support,540.37,8.56
261.9,16,16.37,90.48,43.23,48.76,81.5,23.81,14,336.22,0.779,407.52,244.51,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,478.44,63.12
271.46,15,18.1,103.71,43.22,44.17,59.72,25.1,15,315.46,0.861,417.3,179.17,2,0.0,0.429,0.0,part_time,1,Part-time job + family support,541.84,45.58
194.84,15,12.99,71.24,26.92,33.34,0.0,16.36,15,337.47,0.577,367.71,0.0,0,34.31,0.0,0.093,part_time,0,Part-time job + family support,388.16,10.93
449.09,30,14.97,178.49,64.13,78.83,40.5,43.09,0,304.24,1.476,415.11,121.5,1,0.0,0.293,0.0,part_time,1,Part-time job + family support,466.93,49.22
58.93,4,14.73,19.48,8.18,10.13,106.74,5.03,26,386.3,0.153,533.72,320.23,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,437.09,65.72
104.59,7,14.94,41.64,15.43,16.94,0.0,8.66,23,386.16,0.271,441.88,0.0,0,36.04,0.0,0.082,part_time,0,Part-time job + family support,443.06,6.4
151.0,9,16.78,49.31,24.98,29.88,40.41,15.08,21,376.87,0.401,490.74,121.24,1,0.0,0.247,0.0,part_time,1,Part-time job + family support,457.67,30.08
138.29,8,17.29,51.51,22.4,27.01,43.31,13.51,22,396.59,0.349,511.44,129.92,2,0.0,0.254,0.0,part_time,1,Part-time job + family support,535.0,36.09
396.05,24,16.5,144.06,54.66,77.25,0.0,36.28,6,365.0,1.085,412.93,0.0,0,10.57,0.0,0.026,part_time,0,Part-time job + family support,525.02,11.15
393.12,23,17.09,127.76,52.48,71.52,0.0,34.84,7,422.47,0.931,517.84,0.0,0,5.18,0.0,0.01,part_time,0,Part-time job + family support,518.77,6.11
157.05,12,13.09,63.26,21.62,30.58,22.52,14.43,18,331.79,0.473,450.37,67.57,1,11.65,0.15,0.026,part_time,1,Part-time job + family support,407.66,23.92
538.11,26,20.7,175.7,79.51,87.01,19.72,48.96,4,388.06,1.387,519.73,59.17,1,18.19,0.114,0.035,part_time,1,Part-time job + family support,680.72,42.63
120.55,6,20.09,43.03,18.07,23.79,37.21,9.83,24,481.04,0.251,543.94,111.63,1,0.0,0.205,0.0,part_time,1,Part-time job + family support,541.74,27.26
105.18,10,10.52,35.26,15.3,17.95,38.44,10.45,20,269.9,0.39,354.3,115.32,1,0.0,0.325,0.0,part_time,1,Part-time job + family support,346.92,34.34
401.08,25,16.04,156.58,57.06,71.86,0.0,33.52,5,320.94,1.25,350.94,0.0,0,9.7,0.0,0.028,part_time,0,Part-time job + family support,457.23,18.5
123.85,9,13.76,44.4,18.77,23.72,0.0,12.17,21,346.71,0.357,459.26,0.0,0,41.04,0.0,0.089,part_time,0,Part-time job + family support,433.07,7.5
454.84,28,16.24,155.91,66.49,79.42,0.0,39.11,2,332.18,1.369,419.6,0.0,0,1.51,0.0,0.004,part_time,0,Part-time job + family support,461.54,23.38
197.88,16,12.37,70.96,27.28,36.89,77.49,19.05,14,311.52,0.635,425.21,232.48,2,0.0,0.547,0.0,part_time,1,Part-time job + family support,395.0,51.57
61.7,5,12.34,24.73,8.52,11.61,0.0,5.81,25,340.09,0.181,438.85,0.0,0,3.66,0.0,0.008,part_time,0,Part-time job + family support,350.59,3.44
458.24,25,18.33,176.92,73.31,77.49,0.0,38.89,5,362.63,1.264,414.86,0.0,0,2.73,0.0,0.007,part_time,0,Part-time job + family support,608.35,16.92
243.98,14,17.43,79.18,38.86,47.89,0.0,21.08,16,309.36,0.789,371.58,0.0,0,7.09,0.0,0.019,part_time,0,Part-time job + family support,535.66,6.06
396.64,17,23.33,140.34,54.75,69.29,0.0,39.8,13,487.89,0.813,546.56,0.0,0,50.89,0.0,0.093,part_time,0,Part-time job + family support,756.58,0.74
211.04,12,17.59,68.66,33.8,37.25,0.0,19.67,18,398.66,0.529,490.55,0.0,0,11.2,0.0,0.023,part_time,0,Part-time job + family support,540.22,7.96
374.92,26,14.42,129.4,59.07,70.93,0.0,32.28,4,331.32,1.132,414.42,0.0,0,9.61,0.0,0.023,part_time,0,Part-time job + family support,468.02,12.28
34.37,2,17.18,13.1,4.86,6.07,94.63,2.98,28,351.75,0.098,473.16,283.89,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,523.43,57.84
32.49,2,16.25,11.39,5.01,6.48,33.56,3.02,28,439.97,0.074,530.67,100.68,1,0.01,0.19,0.0,part_time,1,Part-time job + family support,467.8,22.76
328.48,22,14.93,111.62,48.58,65.0,0.0,30.17,8,357.17,0.92,439.92,0.0,0,27.4,0.0,0.062,part_time,0,Part-time job + family support,412.87,9.66
49.9,3,16.63,18.45,8.05,8.85,65.7,4.99,27,292.04,0.171,365.62,197.11,2,0.0,0.539,0.0,part_time,1,Part-time job + family support,454.35,50.85
330.39,26,12.71,109.29,44.45,65.58,0.0,32.85,4,323.13,1.022,396.02,0.0,0,13.98,0.0,0.035,part_time,0,Part-time job + family support,378.16,12.1
95.23,4,23.81,33.17,15.89,18.17,96.36,8.31,26,392.89,0.242,481.8,289.08,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,660.7,62.22
382.1,27,14.15,125.08,59.0,61.75,85.27,34.44,3,363.69,1.051,515.68,255.82,3,0.0,0.496,0.0,part_time,1,Part-time job + family support,442.6,70.54
127.26,9,14.14,43.24,21.23,23.1,0.0,11.76,21,329.11,0.387,395.95,0.0,0,32.68,0.0,0.083,part_time,0,Part-time job + family support,420.92,4.95
403.68,21,19.22,130.74,60.26,69.21,71.73,37.64,9,385.23,1.048,543.76,215.18,3,0.0,0.396,0.0,part_time,1,Part-time job + family support,604.86,57.87
180.48,19,9.5,70.42,29.21,34.68,67.08,16.78,11,242.71,0.744,356.54,201.24,3,0.0,0.564,0.0,part_time,1,Part-time job + family support,268.5,66.99
316.78,17,18.63,126.55,48.29,54.74,83.83,30.56,13,361.66,0.876,462.37,251.5,2,0.0,0.544,0.0,part_time,1,Part-time job + family support,564.93,48.01
184.66,16,11.54,65.43,26.97,34.95,0.0,15.66,14,279.49,0.661,350.13,0.0,0,17.51,0.0,0.05,part_time,0,Part-time job + family support,326.92,6.66
442.1,22,20.1,164.14,74.12,82.57,0.0,43.83,8,439.96,1.005,495.57,0.0,0,3.02,0.0,0.006,part_time,0,Part-time job + family support,625.31,17.36
179.64,16,11.23,68.93,25.81,33.84,67.46,17.99,14,295.23,0.608,356.63,202.37,3,0.0,0.567,0.0,part_time,1,Part-time job + family support,342.85,68.55
308.29,22,14.01,120.73,51.05,52.4,59.27,25.12,8,366.18,0.842,432.0,177.82,2,0.0,0.412,0.0,part_time,1,Part-time job + family support,426.05,48.29
204.73,16,12.8,71.36,32.0,34.29,0.0,17.01,14,350.56,0.584,420.04,0.0,0,22.81,0.0,0.054,part_time,0,Part-time job + family support,349.84,1.06
202.51,9,22.5,75.13,26.74,33.15,0.0,16.99,21,430.91,0.47,512.78,0.0,0,49.31,0.0,0.096,part_time,0,Part-time job + family support,640.01,7.48
254.43,16,15.9,85.49,38.6,48.09,52.29,25.6,14,359.25,0.708,480.41,156.86,2,0.0,0.327,0.0,part_time,1,Part-time job + family support,515.2,41.4
526.65,27,19.51,173.58,73.59,94.84,0.0,44.19,3,406.27,1.296,516.73,0.0,0,44.84,0.0,0.087,part_time,0,Part-time job + family support,605.5,22.47
184.67,14,13.19,61.34,29.04,31.19,74.23,16.88,16,294.98,0.626,371.13,222.68,3,0.0,0.6,0.0,part_time,1,Part-time job + family support,381.74,59.57
793.68,21,37.79,248.61,91.6,163.1,0.0,88.49,9,608.51,1.304,788.46,0.0,0,72.93,0.0,0.092,fresh_grad,0,"First job, 0-2 years experience",1263.33,25.09
387.72,17,22.81,120.43,49.21,79.14,115.11,38.3,13,423.04,0.917,627.88,345.34,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",732.65,64.32
172.65,9,19.18,47.13,22.49,39.69,0.0,19.1,21,479.83,0.36,549.55,0.0,0,0.45,0.0,0.001,fresh_grad,0,"First job, 0-2 years experience",641.8,10.03
52.53,2,26.27,15.99,7.5,10.8,94.22,5.22,28,568.69,0.092,786.66,282.67,2,0.0,0.359,0.0,fresh_grad,1,"First job, 0-2 years experience",742.93,41.86
25.35,1,25.35,8.22,3.3,5.2,0.0,2.72,29,442.98,0.057,523.29,0.0,0,92.14,0.0,0.176,fresh_grad,0,"First job, 0-2 years experience",783.87,3.37
215.72,11,19.61,60.94,24.78,50.23,0.0,20.73,19,400.16,0.539,519.72,0.0,0,77.77,0.0,0.15,fresh_grad,0,"First job, 0-2 years experience",591.34,6.04
207.82,10,20.78,67.33,24.86,43.42,99.75,21.17,20,389.82,0.533,544.1,299.26,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",613.32,61.6
532.29,19,28.02,174.87,66.62,107.26,133.45,49.3,11,645.0,0.825,825.11,400.36,3,0.0,0.485,0.0,fresh_grad,1,"First job, 0-2 years experience",761.87,58.9
675.23,15,45.02,184.76,93.39,134.25,0.0,73.84,15,733.38,0.921,812.72,0.0,0,102.69,0.0,0.126,fresh_grad,0,"First job, 0-2 years experience",1254.03,6.26
499.39,20,24.97,157.95,69.05,104.99,0.0,55.86,10,412.41,1.211,502.14,0.0,0,15.43,0.0,0.031,fresh_grad,0,"First job, 0-2 years experience",753.64,15.98
894.47,28,31.95,269.66,124.93,210.91,72.87,88.72,2,729.74,1.226,888.31,218.62,1,4.32,0.246,0.005,fresh_grad,1,"First job, 0-2 years experience",894.47,48.37
317.08,16,19.82,93.15,38.01,67.92,0.0,31.8,14,473.63,0.669,593.46,0.0,0,104.13,0.0,0.175,fresh_grad,0,"First job, 0-2 years experience",547.2,4.07
493.71,22,22.44,165.78,69.19,107.15,106.2,44.73,8,412.91,1.196,579.29,318.61,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",722.48,66.9
388.17,13,29.86,129.19,51.15,94.02,107.48,43.33,17,736.42,0.527,874.25,322.45,3,0.0,0.369,0.0,fresh_grad,1,"First job, 0-2 years experience",897.96,57.0
254.1,9,28.23,68.82,35.74,58.26,22.53,24.7,21,619.47,0.41,838.68,67.6,1,72.04,0.081,0.086,fresh_grad,1,"First job, 0-2 years experience",764.06,12.48
949.35,26,36.51,287.16,128.32,224.2,0.0,98.74,4,757.77,1.253,853.83,0.0,0,106.26,0.0,0.124,fresh_grad,0,"First job, 0-2 years experience",1026.75,16.74
897.7,25,35.91,298.14,129.08,177.42,0.0,84.01,5,753.13,1.192,861.46,0.0,0,140.02,0.0,0.163,fresh_grad,0,"First job, 0-2 years experience",1134.66,20.95
275.47,9,30.61,83.44,37.43,55.58,0.0,27.75,21,600.43,0.459,781.05,0.0,0,101.94,0.0,0.131,fresh_grad,0,"First job, 0-2 years experience",941.98,0.0
106.96,4,26.74,31.0,15.28,24.21,0.0,9.74,26,482.58,0.222,562.76,0.0,0,68.26,0.0,0.121,fresh_grad,0,"First job, 0-2 years experience",792.53,7.01
122.53,5,24.51,37.31,17.0,29.25,78.79,11.29,25,558.27,0.219,648.32,236.36,3,0.0,0.365,0.0,fresh_grad,1,"First job, 0-2 years experience",730.72,55.12
605.74,25,24.23,170.53,70.71,128.37,0.0,61.45,5,499.28,1.213,615.87,0.0,0,21.52,0.0,0.035,fresh_grad,0,"First job, 0-2 years experience",729.63,21.53
496.11,16,31.01,138.91,61.83,97.47,25.75,54.79,14,573.21,0.865,679.87,77.25,1,65.59,0.114,0.096,fresh_grad,1,"First job, 0-2 years experience",940.25,18.98
634.69,27,23.51,203.81,73.5,133.72,0.0,56.58,3,565.04,1.123,714.03,0.0,0,13.56,0.0,0.019,fresh_grad,0,"First job, 0-2 years experience",670.9,22.73
135.55,4,33.89,42.23,15.81,29.84,83.72,12.07,26,482.0,0.281,684.6,251.15,2,0.0,0.367,0.0,fresh_grad,1,"First job, 0-2 years experience",1108.47,39.56
339.17,13,26.09,113.86,39.52,81.66,56.66,30.45,17,645.25,0.526,729.56,169.98,2,19.39,0.233,0.027,fresh_grad,1,"First job, 0-2 years experience",816.22,34.32
598.56,19,31.5,169.08,68.82,117.14,0.0,63.09,11,751.59,0.796,883.01,0.0,0,143.36,0.0,0.162,fresh_grad,0,"First job, 0-2 years experience",1016.16,6.65
537.85,24,22.41,162.93,77.83,115.31,0.0,57.11,6,550.47,0.977,659.7,0.0,0,93.04,0.0,0.141,fresh_grad,0,"First job, 0-2 years experience",716.68,8.79
348.61,15,23.24,105.95,49.11,79.58,0.0,36.17,15,546.79,0.638,616.75,0.0,0,94.66,0.0,0.153,fresh_grad,0,"First job, 0-2 years experience",638.51,0.47
376.34,13,28.95,120.81,53.15,86.36,134.51,40.96,17,663.87,0.567,874.79,403.54,3,0.0,0.461,0.0,fresh_grad,1,"First job, 0-2 years experience",887.57,60.31
455.92,23,19.82,137.95,62.81,91.96,0.0,50.18,7,508.82,0.896,578.46,0.0,0,77.11,0.0,0.133,fresh_grad,0,"First job, 0-2 years experience",568.79,5.46
681.14,18,37.84,188.75,79.56,150.06,42.37,71.12,12,704.48,0.967,825.96,127.1,2,3.37,0.154,0.004,fresh_grad,1,"First job, 0-2 years experience",1093.28,31.92
501.42,26,19.29,143.88,70.91,122.97,0.0,52.41,4,521.7,0.961,607.96,0.0,0,79.34,0.0,0.131,fresh_grad,0,"First job, 0-2 years experience",612.48,8.83
110.05,4,27.51,36.59,12.76,21.39,0.0,10.99,26,572.94,0.192,687.07,0.0,0,8.81,0.0,0.013,fresh_grad,0,"First job, 0-2 years experience",821.61,8.3
552.38,25,22.1,177.32,69.52,131.68,45.51,56.8,5,472.08,1.17,616.32,136.52,1,13.07,0.222,0.021,fresh_grad,1,"First job, 0-2 years experience",699.98,44.28
343.82,19,18.1,94.01,45.86,73.05,0.0,36.37,11,488.57,0.704,597.13,0.0,0,71.45,0.0,0.12,fresh_grad,0,"First job, 0-2 years experience",511.55,5.44
342.36,16,21.4,101.47,47.6,73.32,0.0,37.63,14,422.17,0.811,534.4,0.0,0,72.41,0.0,0.135,fresh_grad,0,"First job, 0-2 years experience",662.39,7.42
317.29,11,28.84,85.93,46.07,70.71,120.15,30.55,19,508.22,0.624,687.1,360.44,3,0.0,0.525,0.0,fresh_grad,1,"First job, 0-2 years experience",885.79,62.19
297.28,16,18.58,87.52,38.9,60.18,63.88,30.43,14,475.45,0.625,625.59,191.65,1,0.0,0.306,0.0,fresh_grad,1,"First job, 0-2 years experience",607.92,29.3
242.51,12,20.21,77.51,27.77,48.41,0.0,24.1,18,489.89,0.495,628.02,0.0,0,101.26,0.0,0.161,fresh_grad,0,"First job, 0-2 years experience",660.76,2.5
276.79,5,55.36,89.46,35.83,65.94,0.0,26.95,25,723.62,0.383,826.04,0.0,0,83.51,0.0,0.101,fresh_grad,0,"First job, 0-2 years experience",1594.64,2.57
676.16,20,33.81,193.26,93.63,143.5,65.73,74.52,10,777.17,0.87,880.3,197.19,2,18.44,0.224,0.021,fresh_grad,1,"First job, 0-2 years experience",987.75,37.5
222.2,11,20.2,70.1,29.44,48.73,0.0,20.23,19,539.43,0.412,661.15,0.0,0,1.87,0.0,0.003,fresh_grad,0,"First job, 0-2 years experience",568.14,3.64
293.68,11,26.7,79.7,36.57,66.43,0.0,28.07,19,500.25,0.587,593.53,0.0,0,97.82,0.0,0.165,fresh_grad,0,"First job, 0-2 years experience",778.59,5.4
281.45,10,28.15,83.16,32.88,57.76,0.0,25.42,20,564.14,0.499,627.98,0.0,0,23.66,0.0,0.038,fresh_grad,0,"First job, 0-2 years experience",803.84,5.39
540.92,16,33.81,148.85,71.68,106.5,99.78,57.37,14,556.2,0.973,688.4,299.33,2,0.0,0.435,0.0,fresh_grad,1,"First job, 0-2 years experience",1072.47,52.6
42.92,2,21.46,11.57,5.19,9.21,123.93,4.61,28,501.53,0.086,675.98,371.79,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",660.51,62.11
362.47,18,20.14,105.63,42.36,87.37,69.2,37.48,12,484.91,0.748,635.67,207.61,1,0.0,0.327,0.0,fresh_grad,1,"First job, 0-2 years experience",652.05,32.3
357.58,8,44.7,107.63,45.45,69.88,0.0,32.96,22,721.58,0.496,824.78,0.0,0,122.27,0.0,0.148,fresh_grad,0,"First job, 0-2 years experience",1310.07,5.95
33.32,1,33.32,10.44,4.27,6.63,81.09,3.63,29,666.73,0.05,837.15,243.27,2,2.34,0.291,0.003,fresh_grad,1,"First job, 0-2 years experience",1081.95,33.7
318.11,13,24.47,87.75,44.95,75.35,38.64,32.68,17,484.54,0.657,622.97,115.92,1,37.38,0.186,0.06,fresh_grad,1,"First job, 0-2 years experience",803.79,22.61
110.95,6,18.49,36.25,16.03,25.13,108.41,12.16,24,478.61,0.232,591.31,325.22,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",537.18,54.06
28.84,1,28.84,9.47,3.32,5.63,69.65,2.95,29,551.18,0.052,670.42,208.96,1,0.0,0.312,0.0,fresh_grad,1,"First job, 0-2 years experience",891.55,30.67
241.63,6,40.27,75.62,30.52,48.41,115.33,23.28,24,498.68,0.485,693.14,346.0,3,0.0,0.499,0.0,fresh_grad,1,"First job, 0-2 years experience",1224.69,59.71
545.82,14,38.99,178.99,64.0,110.79,56.45,60.64,16,654.87,0.833,744.78,169.36,2,29.33,0.227,0.039,fresh_grad,1,"First job, 0-2 years experience",1257.15,33.63
599.56,23,26.07,182.78,84.38,140.64,0.0,57.61,7,651.82,0.92,858.78,0.0,0,6.29,0.0,0.007,fresh_grad,0,"First job, 0-2 years experience",794.48,17.83
558.35,24,23.26,179.38,74.55,132.01,0.0,52.04,6,474.76,1.176,528.39,0.0,0,54.92,0.0,0.104,fresh_grad,0,"First job, 0-2 years experience",657.21,16.13
430.54,24,17.94,136.77,60.26,105.09,92.02,41.09,6,378.0,1.139,501.94,276.07,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",518.5,67.04
568.4,19,29.92,150.13,68.88,129.77,155.45,59.89,11,631.39,0.9,847.91,466.35,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",850.42,58.62
518.46,21,24.69,145.17,68.42,109.61,125.3,51.23,9,561.96,0.923,786.53,375.9,2,0.0,0.478,0.0,fresh_grad,1,"First job, 0-2 years experience",803.52,50.79
385.23,14,27.52,114.84,47.89,77.76,121.5,34.65,16,589.36,0.654,814.39,364.49,2,0.0,0.448,0.0,fresh_grad,1,"First job, 0-2 years experience",870.56,42.26
796.45,20,39.82,216.74,113.82,169.34,0.0,70.21,10,708.7,1.124,790.37,0.0,0,16.88,0.0,0.021,fresh_grad,0,"First job, 0-2 years experience",1260.03,17.98
333.96,15,22.26,97.96,39.89,69.3,58.51,37.2,15,503.08,0.664,662.74,175.53,3,6.47,0.265,0.01,fresh_grad,1,"First job, 0-2 years experience",613.51,45.82
31.57,2,15.78,9.59,3.81,6.27,95.31,3.15,28,353.31,0.089,519.9,285.94,3,0.0,0.55,0.0,fresh_grad,1,"First job, 0-2 years experience",516.19,62.95
768.73,30,25.62,208.31,107.32,152.18,0.0,73.89,0,528.76,1.454,679.14,0.0,0,54.35,0.0,0.08,fresh_grad,0,"First job, 0-2 years experience",794.0,28.07
455.12,16,28.44,127.02,54.99,94.37,0.0,46.33,14,658.18,0.691,862.23,0.0,0,120.21,0.0,0.139,fresh_grad,0,"First job, 0-2 years experience",799.16,5.98
365.52,11,33.23,111.0,43.02,79.96,0.0,39.31,19,467.06,0.783,579.53,0.0,0,61.17,0.0,0.106,fresh_grad,0,"First job, 0-2 years experience",947.66,5.64
191.82,7,27.4,61.91,22.53,37.95,129.42,18.39,23,703.2,0.273,884.43,388.27,3,0.0,0.439,0.0,fresh_grad,1,"First job, 0-2 years experience",872.41,59.82
